sample_index,true_label,true_emotion,predicted_label,predicted_emotion,confidence,correct,prob_angry,prob_disgust,prob_fear,prob_happy,prob_sad,prob_surprise,prob_neutral
1969,2,fear,5,surprise,0.9898461699485779,False,0.0006207222468219697,3.0344004699145444e-05,0.005126230884343386,0.0020273621194064617,0.00024758532526902854,0.9898461699485779,0.002101597376167774
1878,2,fear,5,surprise,0.9865902662277222,False,0.0003099221212323755,4.2795093690983776e-07,0.011055104434490204,0.001710935728624463,1.9484759832266718e-05,0.9865902662277222,0.00031385570764541626
1884,2,fear,5,surprise,0.9819164872169495,False,0.000495295855216682,1.5238494199820707e-07,0.009049557149410248,0.005607023369520903,6.304193811956793e-05,0.9819164872169495,0.0028684749267995358
1703,2,fear,0,angry,0.9811311960220337,False,0.9811311960220337,0.000585848989430815,0.01249208115041256,0.0019283280707895756,0.0037385413888841867,8.756462921155617e-05,3.640606519184075e-05
1839,2,fear,5,surprise,0.9811243414878845,False,0.00041494055767543614,2.799931462504901e-05,0.015180450864136219,0.001198952435515821,0.000857272301800549,0.9811243414878845,0.0011961337877437472
2063,2,fear,5,surprise,0.9808830618858337,False,0.0021733001340180635,9.821405001275707e-06,0.012306655757129192,0.00011220166925340891,0.0011792544974014163,0.9808830618858337,0.0033356414642184973
971,1,disgust,0,angry,0.9805141091346741,False,0.9805141091346741,0.0006731564644724131,0.003457901533693075,0.000178232163307257,0.0018031052313745022,0.009581275284290314,0.0037922386545687914
1005,1,disgust,0,angry,0.979841947555542,False,0.979841947555542,8.511600026395172e-05,0.01899106241762638,4.156372233410366e-05,0.0003330364415887743,0.0006959164165891707,1.1463548617030028e-05
2572,3,happy,5,surprise,0.9791080355644226,False,5.913846689509228e-05,6.756816617325967e-08,0.0002443197590764612,0.00284024141728878,0.00036429360625334084,0.9791080355644226,0.01738385111093521
1609,2,fear,5,surprise,0.97804194688797,False,0.009561169892549515,1.547710439808725e-06,0.007239464204758406,0.001662489608861506,0.00024047313490882516,0.97804194688797,0.0032529064919799566
986,1,disgust,0,angry,0.9752139449119568,False,0.9752139449119568,0.017533723264932632,0.004559053108096123,0.00010765856859507039,0.00242076488211751,6.304324779193848e-05,0.00010181376273976639
1595,2,fear,5,surprise,0.9736084938049316,False,3.1583276722813025e-05,7.589562756038504e-08,0.021391287446022034,0.0038947865832597017,5.2507009968394414e-05,0.9736084938049316,0.0010212392080575228
2843,3,happy,5,surprise,0.9708585143089294,False,0.007212894503027201,4.017659739474766e-05,0.00452493317425251,0.015427961014211178,0.00044633899233303964,0.9708585143089294,0.0014891038881614804
5915,4,sad,0,angry,0.9700518846511841,False,0.9700518846511841,0.00018454734527040273,0.027775969356298447,1.1763855582103133e-05,0.0017930938629433513,0.0001804828643798828,2.344673703191802e-06
1281,2,fear,5,surprise,0.969147801399231,False,0.001040091854520142,1.216144710269873e-06,0.029498673975467682,0.00017575276433490217,9.680863149696961e-05,0.969147801399231,3.961844777222723e-05
1559,2,fear,5,surprise,0.9634542465209961,False,0.0004476371395867318,6.886516985105118e-06,0.00550265796482563,0.010366483591496944,0.0016010120743885636,0.9634542465209961,0.01862114854156971
1648,2,fear,5,surprise,0.961630642414093,False,0.008823535405099392,1.5520579836447723e-05,0.025726281106472015,0.0007423209608532488,0.0011962521821260452,0.961630642414093,0.0018654196755960584
1365,2,fear,0,angry,0.9612272381782532,False,0.9612272381782532,0.0011997277615591884,0.0015649907290935516,0.0003411823126953095,0.008694260381162167,0.007017464376986027,0.019955100491642952
4824,6,neutral,3,happy,0.9585061073303223,False,0.001017464674077928,1.0099342034664005e-05,0.0014197462005540729,0.9585061073303223,0.003882423508912325,0.0018909659702330828,0.033273130655288696
3343,3,happy,5,surprise,0.9585060477256775,False,0.0007254960364662111,1.3234225662017707e-05,0.0011131707578897476,0.03638530150055885,0.00019361631711944938,0.9585060477256775,0.0030631148256361485
3649,3,happy,5,surprise,0.955146312713623,False,0.008354093879461288,4.712477220891742e-06,0.03133265674114227,0.0038682320155203342,0.00013723997108172625,0.955146312713623,0.00115677947178483
1054,1,disgust,0,angry,0.9475433826446533,False,0.9475433826446533,0.001604100689291954,0.006893734447658062,0.030019940808415413,0.0066141714341938496,0.0006641248473897576,0.006660622078925371
1094,2,fear,5,surprise,0.9414539337158203,False,0.003600844880566001,5.356860492611304e-05,0.041577182710170746,0.0037904211785644293,0.003206311259418726,0.9414539337158203,0.006317748222500086
1463,2,fear,0,angry,0.9374704957008362,False,0.9374704957008362,0.00016131684242282063,0.06022585183382034,0.00017899794329423457,0.0012402072316035628,0.0007198189850896597,3.2939592529146466e-06
5744,4,sad,5,surprise,0.9362015128135681,False,0.013934740796685219,4.5621436584042385e-06,0.005235429387539625,0.0073286318220198154,0.0006070323288440704,0.9362015128135681,0.0366881787776947
1174,2,fear,5,surprise,0.9303914904594421,False,0.0005130331846885383,0.00021609317627735436,0.06082417070865631,0.0037864986807107925,0.0018546918872743845,0.9303914904594421,0.0024140607565641403
5729,4,sad,0,angry,0.9299682974815369,False,0.9299682974815369,0.0004105012631043792,0.026674456894397736,0.011455835774540901,0.023523205891251564,0.003773932810872793,0.004193742293864489
1426,2,fear,5,surprise,0.9291976690292358,False,0.0006828313344158232,1.985561084438814e-06,0.06846463680267334,0.0012914633844047785,0.00019779012654908001,0.9291976690292358,0.00016362294263672084
1155,2,fear,5,surprise,0.9272311925888062,False,0.0028979373164474964,0.00010228726750938222,0.06753994524478912,0.00013232763740234077,0.0010992203606292605,0.9272311925888062,0.0009971335530281067
2085,2,fear,5,surprise,0.92507004737854,False,0.0013549970462918282,8.431299647781998e-06,0.07109883427619934,0.001236054813489318,0.0009677514317445457,0.92507004737854,0.00026388021069578826
1752,2,fear,5,surprise,0.9228195548057556,False,0.00027073168894276023,1.8819860088115092e-06,0.07625123113393784,0.0005524885491468012,7.448870746884495e-05,0.9228195548057556,2.962159487651661e-05
210,0,angry,5,surprise,0.9215307831764221,False,0.04803498834371567,0.0006763752899132669,0.01626945100724697,0.004667154047638178,0.001445275847800076,0.9215307831764221,0.007375961635261774
5094,6,neutral,5,surprise,0.9215005040168762,False,0.0005633285036310554,3.405315737836645e-06,0.01837836392223835,0.0010105681139975786,0.0011326901149004698,0.9215005040168762,0.05741113796830177
2035,2,fear,5,surprise,0.9207905530929565,False,0.011850620619952679,6.845194002380595e-05,0.05139010399580002,0.007097242865711451,0.00239759823307395,0.9207905530929565,0.0064055114053189754
1623,2,fear,0,angry,0.9198417067527771,False,0.9198417067527771,0.00035625864984467626,0.07898207753896713,2.408252657915e-05,0.00041214696830138564,0.0003715633356478065,1.2138337297074031e-05
1573,2,fear,0,angry,0.9189205765724182,False,0.9189205765724182,0.02374996431171894,0.056125737726688385,1.6361098460038193e-05,0.0007114230538718402,0.0004085098044015467,6.756529910489917e-05
2622,3,happy,5,surprise,0.9187911152839661,False,0.011051026172935963,0.0015328825684264302,0.023701222613453865,0.03845398500561714,0.0021099571604281664,0.9187911152839661,0.0043598501943051815
4603,6,neutral,0,angry,0.9176912307739258,False,0.9176912307739258,0.0001914997847052291,0.020697912201285362,0.0004868801333941519,0.02151509001851082,0.0230864305049181,0.01633094809949398
