sample_index,true_label,true_emotion,predicted_label,predicted_emotion,confidence,correct,prob_angry,prob_disgust,prob_fear,prob_happy,prob_sad,prob_surprise,prob_neutral
5915,4,sad,0,angry,0.9988516569137573,False,0.9988516569137573,2.640671027620556e-06,0.0010722967563197017,3.26029589814425e-06,8.288564458780456e-06,6.097460209275596e-05,8.393167831854953e-07
4511,6,neutral,3,happy,0.9972526431083679,False,8.262449227913748e-06,2.2017401235530087e-09,1.6099091226351447e-05,0.9972526431083679,0.0002921398845501244,0.0004142401448916644,0.002016618847846985
1648,2,fear,5,surprise,0.997075080871582,False,0.0002521499409340322,1.5645901241256865e-09,0.0025723325088620186,5.627223436022177e-05,9.868905181065202e-06,0.997075080871582,3.431906952755526e-05
1509,2,fear,3,happy,0.9967197775840759,False,2.5892824851325713e-05,1.6630188337529717e-09,6.35168498774874e-06,0.9967197775840759,2.7460811907076277e-05,0.00011822947271866724,0.0031023058108985424
1674,2,fear,0,angry,0.9961081147193909,False,0.9961081147193909,3.59236167923882e-07,0.0036313540767878294,1.6201189282583073e-05,0.00022444086789619178,1.390296165482141e-05,5.584955488302512e-06
1492,2,fear,6,neutral,0.9954943656921387,False,0.00019747571786865592,3.677247308736531e-12,0.0014979704283177853,0.000600154628045857,0.0017659959848970175,0.0004440581542439759,0.9954943656921387
4117,6,neutral,1,disgust,0.9953148365020752,False,0.00435744458809495,0.9953148365020752,0.00021617549646180123,2.597897400846705e-05,5.532395880436525e-05,2.7400328690418974e-05,2.790636017380166e-06
264,0,angry,1,disgust,0.9952671527862549,False,0.0029590586200356483,0.9952671527862549,0.0016669915057718754,5.254117695585592e-06,4.577806612360291e-05,3.578102041501552e-05,1.9986448023701087e-05
1005,1,disgust,0,angry,0.9937007427215576,False,0.9937007427215576,0.0002076613309327513,0.005777711048722267,7.478306997654727e-06,0.0001932033192133531,0.00010928654228337109,3.8896268961252645e-06
4824,6,neutral,3,happy,0.9932700991630554,False,3.0257884645834565e-05,2.874273929975857e-09,7.638569513801485e-05,0.9932700991630554,0.00047363582416437566,0.00012418776168487966,0.0060253809206187725
986,1,disgust,0,angry,0.992496132850647,False,0.992496132850647,0.0018275158945471048,0.004187450278550386,9.130492981057614e-05,0.0012538897572085261,3.6994810216128826e-05,0.00010667462629498914
5729,4,sad,0,angry,0.9916738867759705,False,0.9916738867759705,6.708431783408741e-07,0.0011401764350011945,0.005544836167246103,0.001458236831240356,4.6359116822713986e-05,0.0001358759036520496
1422,2,fear,0,angry,0.9906570911407471,False,0.9906570911407471,0.003380855778232217,0.004821418784558773,5.100211637909524e-06,0.0011267181253060699,2.9078480565658538e-06,5.873640020581661e-06
406,0,angry,6,neutral,0.989535391330719,False,0.004191006999462843,1.0470174061083526e-07,0.0017357015749439597,0.003227973822504282,0.001306501217186451,3.4097204206773313e-06,0.989535391330719
1050,1,disgust,0,angry,0.9871428608894348,False,0.9871428608894348,0.011003450490534306,0.0017896704375743866,4.442401404958218e-05,1.5988069208106026e-05,3.070148068218259e-06,5.505994522536639e-07
5661,4,sad,3,happy,0.9863995313644409,False,3.211353714505094e-06,2.7939621102812673e-12,0.00014405121328309178,0.9863995313644409,3.539035969879478e-05,0.00047099048970267177,0.012946860864758492
5093,6,neutral,0,angry,0.9863573312759399,False,0.9863573312759399,3.878822241176749e-08,0.0013205880532041192,0.006648597307503223,0.0031148542184382677,0.0005280327168293297,0.002030559116974473
1749,2,fear,0,angry,0.9861631989479065,False,0.9861631989479065,0.0014323788927868009,0.0035098169464617968,0.00014157504483591765,0.006317170336842537,0.0004645033914130181,0.001971331425011158
5163,4,sad,3,happy,0.9854009747505188,False,0.0002670901594683528,2.164986199204577e-06,1.830178007367067e-05,0.9854009747505188,0.0036329850554466248,0.0001228353794431314,0.010555729269981384
1644,2,fear,3,happy,0.985081136226654,False,9.841241990216076e-05,2.408990873448147e-08,0.007449047174304724,0.985081136226654,0.000649583584163338,0.0009815334342420101,0.0057401820085942745
