sample_index,true_label,true_emotion,predicted_label,predicted_emotion,confidence,correct,prob_angry,prob_disgust,prob_fear,prob_happy,prob_sad,prob_surprise,prob_neutral
1492,2,fear,6,neutral,0.9964888095855713,False,0.0001318389258813113,1.8623471476075792e-07,0.000719748844858259,0.0015280629741027951,0.0010816029971465468,4.973378236172721e-05,0.9964888095855713
316,0,angry,1,disgust,0.995843231678009,False,0.003924259450286627,0.995843231678009,5.1982930017402396e-05,9.258221780328313e-07,0.00014090271724853665,3.673809260362759e-05,1.9895001059921924e-06
986,1,disgust,0,angry,0.9948258996009827,False,0.9948258996009827,0.002224988304078579,0.0019182574469596148,0.00015258832718245685,0.0007144425180740654,9.509347728453577e-05,6.881618173792958e-05
1094,2,fear,5,surprise,0.9938414096832275,False,1.2754865565511864e-05,2.2837842550416099e-07,0.004292388912290335,0.00025449812528677285,0.0003098144370596856,0.9938414096832275,0.0012889313511550426
5915,4,sad,0,angry,0.9929879307746887,False,0.9929879307746887,0.0005325758829712868,0.005338889081031084,1.603819509909954e-05,0.0010506587568670511,7.090035069268197e-05,2.9269629067130154e-06
6003,4,sad,6,neutral,0.9907469749450684,False,9.611956193111837e-05,1.902361873362679e-06,0.0009526615613140166,0.0050521898083388805,0.0004685268795583397,0.0026816832832992077,0.9907469749450684
1878,2,fear,5,surprise,0.9894471168518066,False,0.0007796658901497722,3.503039806673769e-06,0.0049012936651706696,0.002215319313108921,3.564037979231216e-05,0.9894471168518066,0.0026174141094088554
2063,2,fear,5,surprise,0.9876717329025269,False,0.00038598847459070385,7.385190201603109e-06,0.0015287703135982156,0.0006321266992017627,0.0012865097960457206,0.9876717329025269,0.008487479761242867
1648,2,fear,5,surprise,0.9871687889099121,False,5.0791833928087726e-05,5.993244940327713e-07,0.012310025282204151,0.0002857979852706194,4.3304742575855926e-05,0.9871687889099121,0.0001406386581948027
5439,4,sad,6,neutral,0.9850133061408997,False,0.001763829030096531,1.940467200256535e-06,0.0009377234382554889,0.007319044321775436,0.004681852646172047,0.0002822070964612067,0.9850133061408997
6205,4,sad,0,angry,0.984147310256958,False,0.984147310256958,0.00016233677160926163,0.009229663759469986,0.0004471323627512902,0.0028235146310180426,0.0030433747451752424,0.00014662953617516905
4117,6,neutral,1,disgust,0.9840067028999329,False,0.01375510636717081,0.9840067028999329,0.001335265813395381,8.587717456975952e-05,0.000659788609482348,0.00013438057794701308,2.282499917782843e-05
406,0,angry,6,neutral,0.9836314916610718,False,0.000368753622751683,7.862464030949923e-07,0.0019999605137854815,0.011782670393586159,0.0021396714728325605,7.667465251870453e-05,0.9836314916610718
4824,6,neutral,3,happy,0.9822407364845276,False,0.0005676454165950418,8.172079105861485e-05,0.0005605631158687174,0.9822407364845276,0.0051936255767941475,0.002855355618521571,0.008500458672642708
2374,3,happy,6,neutral,0.9814038276672363,False,0.0032652474474161863,1.158989334726357e-06,0.0030330808367580175,0.005330565385520458,0.006957193836569786,8.986799002741463e-06,0.9814038276672363
1969,2,fear,5,surprise,0.9795865416526794,False,0.00010231163469143212,3.3707183320075274e-05,0.009273896925151348,0.005469439551234245,0.0006954053533263505,0.9795865416526794,0.004838668275624514
