sample_index,true_label,true_emotion,predicted_label,predicted_emotion,confidence,correct,prob_angry,prob_disgust,prob_fear,prob_happy,prob_sad,prob_surprise,prob_neutral
316,0,angry,1,disgust,0.9964563250541687,False,0.0033378172665834427,0.9964563250541687,5.4802923841634765e-05,1.0546476687522954e-06,0.00011991802603006363,2.8478629246819764e-05,1.532915121060796e-06
1492,2,fear,6,neutral,0.9947319030761719,False,0.00018340743554290384,3.530996650624729e-07,0.00132542394567281,0.0021275717299431562,0.0015615859301760793,6.973574636504054e-05,0.9947319030761719
986,1,disgust,0,angry,0.9926390647888184,False,0.9926390647888184,0.0030882374849170446,0.0029466692358255386,0.0001961071975529194,0.0009358812822028995,0.00012480796431191266,6.923645560164005e-05
1094,2,fear,5,surprise,0.9904026985168457,False,2.0080857211723924e-05,2.9167193815737846e-07,0.007908862084150314,0.00019890139810740948,0.0003268567379564047,0.9904026985168457,0.0011422490933910012
5915,4,sad,0,angry,0.9903721809387207,False,0.9903721809387207,0.0007732779486104846,0.007628318853676319,1.942799826792907e-05,0.0011083218269050121,9.534958371659741e-05,3.051040721402387e-06
6003,4,sad,6,neutral,0.9895275235176086,False,0.00013757606211584061,2.4220094019256067e-06,0.0010608899174258113,0.006225345190614462,0.0005299779586493969,0.002516202162951231,0.9895275235176086
1878,2,fear,5,surprise,0.9879756569862366,False,0.0010011475533246994,4.556625754048582e-06,0.006696992553770542,0.0020799667108803988,3.3580403396626934e-05,0.9879756569862366,0.0022080768831074238
2063,2,fear,5,surprise,0.9873055219650269,False,0.00043354794615879655,7.241044386319118e-06,0.0024678553454577923,0.0005290865083225071,0.001391307101584971,0.9873055219650269,0.007865373976528645
4117,6,neutral,1,disgust,0.9852373003959656,False,0.012614944949746132,0.9852373003959656,0.001306612160988152,0.00011942900164285675,0.0005513758515007794,0.00014476579963229597,2.543711889302358e-05
1648,2,fear,5,surprise,0.9849745631217957,False,6.745276914443821e-05,6.852316118965973e-07,0.014503180980682373,0.00024694076273590326,5.365125252865255e-05,0.9849745631217957,0.00015353226626757532
5439,4,sad,6,neutral,0.983350932598114,False,0.002139165299013257,2.494568889233051e-06,0.0012679907958954573,0.008165552280843258,0.004763893783092499,0.0003099926107097417,0.983350932598114
6205,4,sad,0,angry,0.981894314289093,False,0.981894314289093,0.0001755708799464628,0.010741131380200386,0.000685918319504708,0.0025424000341445208,0.003802554216235876,0.00015823010471649468
4824,6,neutral,3,happy,0.981872022151947,False,0.0006465009646490216,9.005901665659621e-05,0.0007477168110199273,0.981872022151947,0.004698806442320347,0.003329931991174817,0.00861495453864336
2622,3,happy,5,surprise,0.9784556031227112,False,0.0005174795514903963,0.0001569118321640417,0.012428478337824345,0.006947312969714403,0.0006757964729331434,0.9784556031227112,0.000818345695734024
406,0,angry,6,neutral,0.9777686595916748,False,0.0006903153844177723,1.3352179166759015e-06,0.003298531286418438,0.015164037235081196,0.002986149163916707,9.098590089706704e-05,0.9777686595916748
458,0,angry,2,fear,0.9771479368209839,False,0.014885182492434978,1.3197660564401303e-07,0.9771479368209839,1.5721368981758133e-05,0.0013281949795782566,0.005470894742757082,0.0011518788523972034
4304,6,neutral,3,happy,0.9768590331077576,False,0.0006229456630535424,1.7585396562935784e-05,4.608545350492932e-05,0.9768590331077576,0.0017731116386130452,0.011046985164284706,0.009634234011173248
1969,2,fear,5,surprise,0.9759536981582642,False,0.0001148326919064857,3.842117075691931e-05,0.011878781951963902,0.005982914939522743,0.0008251270628534257,0.9759536981582642,0.005206279922276735
2374,3,happy,6,neutral,0.9749693274497986,False,0.0044367993250489235,1.680300442785665e-06,0.005367110017687082,0.006257836241275072,0.008956565521657467,1.0724124877015129e-05,0.9749693274497986
5176,4,sad,0,angry,0.9724572896957397,False,0.9724572896957397,0.001765111810527742,0.0012393697397783399,0.0005460375105030835,0.019538622349500656,0.0006775505025871098,0.0037760594859719276
1118,2,fear,0,angry,0.9723573923110962,False,0.9723573923110962,0.00018535273557063192,0.02445099502801895,0.00019212836923543364,0.0010234887013211846,0.001706251292489469,8.428969886153936e-05
1618,2,fear,5,surprise,0.97210294008255,False,0.0032936555799096823,1.3144242075213697e-05,0.023274363949894905,0.0008970822091214359,5.448064621305093e-05,0.97210294008255,0.00036438426468521357
1151,2,fear,6,neutral,0.9682194590568542,False,0.0008822773233987391,1.2344036122158286e-06,0.0010491665452718735,0.013212098740041256,0.010935507714748383,0.005700219888240099,0.9682194590568542
6000,4,sad,5,surprise,0.9669817090034485,False,9.566652443027124e-05,2.141341428796295e-05,0.0025318097323179245,0.003336563939228654,0.0011573901865631342,0.9669817090034485,0.025875389575958252
5729,4,sad,0,angry,0.9649817943572998,False,0.9649817943572998,1.615204382687807e-05,0.004452090244740248,0.02491035871207714,0.0038423764053732157,0.000619693601038307,0.0011775244493037462
5258,4,sad,0,angry,0.9647282361984253,False,0.9647282361984253,7.853228453313932e-05,0.0018379571847617626,0.0029233056120574474,0.01975727453827858,5.806970875710249e-05,0.010616595856845379
581,0,angry,5,surprise,0.9645354151725769,False,0.005458826664835215,0.000863136607222259,0.022415313869714737,0.003985905554145575,0.0005051225889474154,0.9645354151725769,0.002236185595393181
4580,6,neutral,3,happy,0.9643769860267639,False,0.00015707184502389282,5.902047996642068e-05,0.00040121751953847706,0.9643769860267639,0.02481490559875965,0.002661429811269045,0.007529310416430235
1973,2,fear,6,neutral,0.9637487530708313,False,0.002214936539530754,4.3371917854528874e-05,0.004145881161093712,0.015480286441743374,0.0033776843920350075,0.01098907645791769,0.9637487530708313
1595,2,fear,5,surprise,0.9627265334129333,False,6.349266186589375e-05,4.637467441170884e-07,0.03497830778360367,0.0004647046444006264,3.738769009942189e-05,0.9627265334129333,0.0017291371477767825
1281,2,fear,5,surprise,0.9607126116752625,False,0.0004928339039906859,5.267582309897989e-06,0.03806028515100479,0.0005649496451951563,9.153056453214958e-05,0.9607126116752625,7.254127558553591e-05
757,0,angry,4,sad,0.9592506885528564,False,0.016177648678421974,0.0005516264354810119,0.022017421200871468,0.0006310857133939862,0.9592506885528564,0.00035475302138365805,0.0010167931905016303
3343,3,happy,5,surprise,0.9583138823509216,False,0.0002944922598544508,6.440292963816319e-06,0.001134937396273017,0.03894821181893349,0.00019151264859829098,0.9583138823509216,0.0011105260346084833
4347,6,neutral,4,sad,0.9579688906669617,False,0.00022523081861436367,2.43769318331033e-06,0.008936355821788311,0.007048378232866526,0.9579688906669617,0.0001541358360555023,0.02566458471119404
